loan_id,customer_id,loan_sequence,product_type,ticket_size,tenure_mo,interest_rate_apr,origination_risk_grade,origination_date,origination_cohort,approval_tat_hrs,months_on_book,loan_status,default_flag,value_proxy
L0023297,C018747,2,BNPL,50000,4,24.5,A,2025-12-01,2025-12,0.74,4,Closed,0,788
L0023298,C018748,1,Personal,54437,24,19.37,B,2025-04-13,2025-04,5.49,15,Active,0,3132
L0023299,C018749,1,BNPL,6327,5,29.09,C,2025-05-16,2025-05,11.84,5,Closed,0,-130
L0023300,C018750,1,BNPL,2423,3,35.54,E,2024-11-30,2024-11,1.94,3,Closed,0,-781
L0023301,C018750,2,BNPL,9601,3,36.02,E,2026-03-25,2026-03,1.67,3,Closed,0,361
L0023302,C018751,1,SME,2121508,16,16.79,B,2025-09-01,2025-09,2.35,10,Active,0,103290
L0023303,C018752,1,Personal,157658,13,24.45,C,2024-10-17,2024-10,3.73,13,Closed,0,11563
L0023304,C018752,2,Personal,172964,29,24.23,C,2025-03-23,2025-03,3.19,16,Active,0,27298
L0023305,C018752,3,SME,2340203,24,18.81,C,2026-05-28,2026-05,2.58,2,Active,0,63814
L0023306,C018753,1,Personal,187170,21,28.13,D,2025-10-30,2025-10,2.67,9,Active,0,20669
L0023307,C018753,2,Personal,76235,11,24.27,C,2026-03-22,2026-03,4.46,4,Active,0,3612
L0023308,C018754,1,Personal,413021,22,20.06,B,2024-10-18,2024-10,0.84,21,Active,0,38707
L0023309,C018755,1,SME,1652717,26,19.74,C,2025-07-24,2025-07,2.54,12,Active,0,135742
L0023310,C018756,1,SME,428360,34,17.74,B,2026-01-24,2026-01,2.17,6,Active,0,18682
L0023311,C018757,1,SME,4471937,27,16.61,B,2025-04-19,2025-04,2.57,15,Active,0,297344
L0023312,C018757,2,SME,1665061,20,17.17,B,2025-07-02,2025-07,1.77,12,Active,0,99427
L0023313,C018758,1,BNPL,36927,3,32.95,D,2026-01-27,2026-01,54.44,3,Closed,1,-14689
L0023314,C018759,1,SME,445327,28,19.91,C,2025-10-21,2025-10,3.28,9,Active,0,30429
L0023315,C018760,1,SME,1854009,29,20.68,C,2026-04-24,2026-04,4.99,3,Closed,0,68963
L0023316,C018761,1,Personal,44496,21,23.75,C,2025-10-07,2025-10,2.28,9,Active,0,2688
L0023317,C018762,1,Personal,95426,17,16.65,A,2024-10-11,2024-10,17.4,17,Closed,0,3782
L0023318,C018762,2,Personal,58221,27,15.45,A,2025-11-11,2025-11,5.46,8,Active,0,1729
L0023319,C018763,1,Personal,58320,12,27.84,D,2026-02-07,2026-02,2.31,5,Active,0,2402
L0023320,C018764,1,BNPL,4981,2,32.75,D,2026-01-21,2026-01,2.67,2,Closed,0,-773
L0023321,C018765,1,BNPL,23256,4,23.73,A,2025-10-15,2025-10,3.49,4,Closed,0,-695
L0023322,C018766,1,Personal,120732,13,15.53,A,2026-02-16,2026-02,4.62,5,Active,0,1823
L0023323,C018766,2,SME,4341834,28,14.1,A,2026-03-20,2026-03,5.19,4,Active,0,106227
L0023324,C018767,1,BNPL,10142,2,35.66,E,2026-03-12,2026-03,3.31,2,Closed,0,-899
L0023325,C018768,1,Personal,98729,26,24.44,C,2025-11-30,2025-11,5.6,8,Active,0,7065
L0023326,C018769,1,SME,621039,26,23.33,D,2024-11-03,2024-11,18.55,20,Active,0,100745
L0023327,C018769,2,SME,576302,22,23.79,D,2026-06-11,2026-06,42.02,1,Active,0,14681
L0023328,C018770,1,BNPL,7583,2,26.92,B,2025-08-06,2025-08,6.28,2,Closed,0,-189
L0023329,C018771,1,SME,733866,18,14.18,A,2026-01-28,2026-01,4.7,6,Active,0,19092
L0023330,C018771,2,BNPL,4422,3,26.71,B,2026-02-19,2026-02,5.4,3,Closed,0,-76
L0023331,C018772,1,BNPL,5614,2,24.39,A,2025-05-04,2025-05,1.66,2,Closed,0,-819
L0023332,C018773,1,Personal,35006,16,20.42,B,2026-01-06,2026-01,39.11,6,Active,0,480
L0023333,C018774,1,Personal,71756,13,15.35,A,2026-06-06,2026-06,4.86,1,Active,0,1026
L0023334,C018775,1,Personal,56351,12,23.88,C,2026-04-23,2026-04,4.55,3,Active,0,1713
L0023335,C018776,1,Personal,55664,13,20.09,B,2026-05-26,2026-05,4.72,2,Active,0,908
L0023336,C018777,1,SME,500649,31,26.18,E,2025-09-22,2025-09,2.61,10,Active,0,61981
L0023337,C018778,1,BNPL,17511,2,30.2,C,2025-01-24,2025-01,2.22,2,Closed,0,74
L0023338,C018778,2,Personal,48417,18,24.16,C,2025-05-10,2025-05,2.13,3,Closed,0,1929
L0023339,C018778,3,BNPL,43904,4,29.64,C,2025-08-18,2025-08,2.17,4,Closed,0,1301
L0023340,C018779,1,Personal,308504,20,27.53,D,2025-01-14,2025-01,2.28,18,Active,0,48040
L0023341,C018780,1,SME,835978,21,17.2,B,2024-10-11,2024-10,3.8,21,Closed,0,55804
L0023342,C018780,2,Personal,500000,11,16.24,A,2025-09-28,2025-09,1.22,10,Active,0,18357
L0023343,C018781,1,Personal,212716,13,27.89,D,2025-03-06,2025-03,1.28,13,Closed,0,22233
L0023344,C018781,2,Personal,98448,20,28.85,D,2026-03-29,2026-03,1.26,4,Active,0,6421
L0023345,C018782,1,BNPL,21657,3,33.02,D,2024-08-21,2024-08,1.27,3,Closed,0,467
L0023346,C018783,1,BNPL,4301,2,36.17,E,2025-03-08,2025-03,18.57,2,Closed,0,-303
L0023347,C018784,1,BNPL,6872,2,27.49,B,2025-12-06,2025-12,4.46,2,Closed,0,-577
L0023348,C018785,1,SME,799248,24,13.89,A,2025-11-27,2025-11,8.08,8,Active,0,22856
L0023349,C018786,1,BNPL,8439,3,29.28,C,2024-12-21,2024-12,3.85,3,Closed,0,-1134
L0023350,C018787,1,Personal,87460,24,27.01,D,2026-06-14,2026-06,10.56,1,Active,0,2079
L0023351,C018788,1,BNPL,34394,3,29.97,C,2025-09-16,2025-09,24.29,3,Closed,0,933
L0023352,C018789,1,BNPL,15334,2,32.98,D,2025-08-09,2025-08,2.92,2,Closed,0,-1209
L0023353,C018790,1,SME,1077889,40,14.68,A,2024-10-21,2024-10,4.56,15,Closed,0,55232
L0023354,C018791,1,BNPL,8013,4,29.3,C,2024-07-27,2024-07,25.05,4,Closed,0,-242
L0023355,C018792,1,BNPL,50000,5,32.99,D,2025-08-29,2025-08,19.53,5,Closed,1,-17096
L0023356,C018793,1,SME,296918,26,16.55,B,2025-11-12,2025-11,26.36,8,Active,0,13011
L0023357,C018794,1,Personal,34771,15,19.04,B,2024-11-14,2024-11,1.83,15,Closed,0,437
L0023358,C018795,1,Personal,60859,19,19.87,B,2024-09-12,2024-09,2.46,8,Written-off,1,-35238
L0023359,C018796,1,SME,319568,34,23.06,D,2024-09-12,2024-09,6.61,22,Active,0,53249
L0023360,C018796,2,BNPL,3999,3,29.93,C,2025-02-12,2025-02,2.96,3,Closed,0,-112
L0023361,C018797,1,SME,2120847,17,24.27,D,2024-11-09,2024-11,6.26,13,Written-off,1,-1063939
L0023362,C018797,2,Personal,147001,24,28.31,D,2026-02-27,2026-02,24.83,5,Active,0,11591
L0023363,C018798,1,BNPL,50000,3,26.1,B,2024-12-03,2024-12,3.9,3,Closed,0,27
L0023364,C018798,2,Personal,343537,14,20.09,B,2025-04-08,2025-04,5.83,14,Closed,0,21649
L0023365,C018798,3,Personal,270722,18,19.83,B,2025-09-08,2025-09,2.2,10,Active,0,18532
L0023366,C018799,1,BNPL,9024,2,36.62,E,2024-10-15,2024-10,4.02,2,Closed,0,-1023
L0023367,C018799,2,SME,1242698,26,25.86,E,2025-02-05,2025-02,2.84,17,Active,0,223005
L0023368,C018799,3,BNPL,6088,3,36.16,E,2026-01-04,2026-01,6.4,3,Closed,1,-2362
L0023369,C018800,1,Personal,233970,22,28.0,D,2026-06-10,2026-06,10.44,1,Active,0,6279
L0023370,C018801,1,SME,2429089,19,20.32,C,2024-09-01,2024-09,4.35,19,Closed,0,216757
L0023371,C018801,2,BNPL,42375,3,27.51,B,2024-12-14,2024-12,2.01,3,Closed,0,1106
L0023372,C018802,1,SME,289305,20,25.55,E,2025-12-27,2025-12,1.91,7,Active,0,25658
L0023373,C018803,1,BNPL,20198,2,23.36,A,2026-03-30,2026-03,2.15,2,Closed,0,-478
L0023374,C018803,2,Personal,44235,17,15.89,A,2026-06-06,2026-06,2.31,1,Active,0,754
L0023375,C018804,1,BNPL,2756,2,26.28,B,2024-07-04,2024-07,5.14,2,Closed,0,-442
L0023376,C018804,2,SME,453140,33,16.99,B,2025-06-29,2025-06,8.25,13,Active,0,29935
L0023377,C018804,3,BNPL,5619,4,23.36,A,2025-10-30,2025-10,16.58,4,Closed,0,-174
L0023378,C018805,1,Personal,252010,15,27.59,D,2025-01-05,2025-01,2.67,15,Closed,0,33883
L0023379,C018806,1,Personal,51227,24,23.93,C,2024-07-25,2024-07,19.45,24,Active,0,6106
L0023380,C018807,1,BNPL,43156,1,37.24,E,2024-12-26,2024-12,41.08,1,Closed,0,82
L0023381,C018807,2,Personal,90623,17,32.84,E,2026-03-26,2026-03,31.11,4,Active,0,7257
L0023382,C018808,1,Personal,92611,21,28.0,D,2025-07-15,2025-07,3.04,12,Active,0,10497
L0023383,C018809,1,SME,849007,25,17.89,B,2025-03-01,2025-03,34.46,1,Closed,0,16295
L0023384,C018810,1,BNPL,3635,2,33.56,D,2025-05-26,2025-05,54.4,2,Closed,0,-1065
L0023385,C018811,1,SME,763249,29,20.22,C,2024-10-21,2024-10,4.68,12,Closed,0,67544
L0023386,C018811,2,BNPL,6915,3,33.21,D,2025-09-24,2025-09,16.99,3,Closed,0,146
L0023387,C018811,3,BNPL,3922,4,32.62,D,2026-06-12,2026-06,5.04,1,Active,0,11
L0023388,C018812,1,SME,409774,41,19.41,C,2026-01-01,2026-01,1.43,6,Active,0,21130
L0023389,C018813,1,Personal,82756,16,32.7,E,2024-08-19,2024-08,1.16,16,Closed,0,12124
L0023390,C018813,2,BNPL,11873,3,35.55,E,2025-01-02,2025-01,2.62,3,Closed,0,404
L0023391,C018814,1,Personal,161106,26,19.66,B,2024-09-06,2024-09,16.24,15,Closed,0,14251
L0023392,C018814,2,BNPL,28307,3,24.15,A,2025-09-15,2025-09,9.55,3,Closed,0,216
L0023393,C018815,1,Personal,42369,20,28.6,D,2024-07-01,2024-07,8.81,20,Closed,0,5625
L0023394,C018816,1,SME,464468,43,13.75,A,2025-12-20,2025-12,8.5,7,Active,0,13137
L0023395,C018817,1,BNPL,47071,2,30.75,C,2026-03-22,2026-03,5.62,2,Closed,0,-198
L0023396,C018818,1,BNPL,44292,4,27.06,B,2024-08-31,2024-08,16.43,2,Closed,0,469
L0023397,C018818,2,BNPL,6500,5,26.14,B,2025-05-21,2025-05,6.5,5,Closed,0,-200
L0023398,C018819,1,BNPL,26664,3,32.81,D,2025-04-21,2025-04,1.82,3,Closed,0,-627
L0023399,C018819,2,Personal,186666,23,23.69,C,2026-01-14,2026-01,3.38,6,Active,1,-108921
L0023400,C018820,1,SME,200000,21,19.68,C,2025-01-09,2025-01,6.37,18,Active,0,19323
L0023401,C018821,1,Personal,48427,17,32.19,E,2025-10-08,2025-10,9.13,9,Active,1,-17785
L0023402,C018822,1,SME,200000,20,22.42,D,2025-09-13,2025-09,1.28,10,Active,0,16022
L0023403,C018823,1,Personal,48768,21,16.29,A,2025-01-04,2025-01,37.95,18,Active,0,967
L0023404,C018824,1,SME,200000,10,20.46,C,2025-08-15,2025-08,2.1,10,Closed,0,8088
L0023405,C018825,1,Personal,90751,26,20.25,B,2025-10-25,2025-10,20.9,9,Active,0,6053
L0023406,C018826,1,BNPL,27019,1,26.6,B,2026-04-12,2026-04,4.59,1,Closed,0,-825
L0023407,C018826,2,Personal,52275,28,20.53,B,2026-06-15,2026-06,4.47,1,Active,0,1108
L0023408,C018827,1,BNPL,3539,4,30.44,C,2024-12-02,2024-12,5.11,4,Closed,0,-703
L0023409,C018828,1,BNPL,4042,3,36.55,E,2025-07-05,2025-07,10.0,3,Closed,1,-1882
L0023410,C018829,1,BNPL,23871,4,32.51,D,2026-03-31,2026-03,39.62,4,Active,0,239
L0023411,C018830,1,SME,513585,24,19.75,C,2024-12-26,2024-12,50.35,19,Active,0,49909
L0023412,C018830,2,Personal,76759,9,24.39,C,2025-11-22,2025-11,24.52,8,Active,0,4258
L0023413,C018831,1,BNPL,3557,2,32.93,D,2025-02-03,2025-02,5.55,2,Closed,0,-1048
L0023414,C018832,1,Personal,61569,11,19.04,B,2024-11-19,2024-11,132.25,4,Closed,0,795
L0023415,C018833,1,BNPL,11468,3,30.57,C,2025-01-18,2025-01,3.18,3,Closed,0,-990
L0023416,C018834,1,Personal,242348,28,16.38,A,2024-11-29,2024-11,10.97,18,Closed,0,15684
L0023417,C018834,2,SME,1140188,32,13.76,A,2025-03-16,2025-03,11.43,16,Active,0,47939
L0023418,C018834,3,BNPL,12557,4,23.43,A,2025-12-21,2025-12,13.91,2,Closed,0,68
L0023419,C018835,1,Personal,159910,21,24.43,C,2024-10-19,2024-10,1.49,14,Closed,0,17931
L0023420,C018836,1,BNPL,7334,4,24.09,A,2025-07-26,2025-07,3.96,4,Closed,0,-1679
L0023421,C018837,1,Personal,59391,13,24.16,C,2024-10-02,2024-10,2.39,13,Closed,0,3726
L0023422,C018838,1,SME,631814,40,19.77,C,2024-08-02,2024-08,3.03,23,Active,0,90326
L0023423,C018838,2,Personal,194394,16,24.38,C,2026-02-07,2026-02,3.62,5,Active,0,12378
L0023424,C018839,1,Personal,88472,13,24.99,C,2024-12-04,2024-12,2.36,13,Closed,0,6624
L0023425,C018839,2,SME,651608,29,19.05,C,2025-04-08,2025-04,2.74,15,Active,0,59478
L0023426,C018840,1,Personal,237193,15,23.33,C,2026-05-27,2026-05,10.93,2,Active,0,7809
L0023427,C018841,1,SME,1110806,43,16.78,B,2025-01-28,2025-01,3.16,18,Active,0,99859
L0023428,C018842,1,Personal,40899,11,20.55,B,2024-11-29,2024-11,31.62,11,Closed,0,898
L0023429,C018842,2,BNPL,27425,4,30.23,C,2025-11-15,2025-11,20.58,4,Closed,0,1066
L0023430,C018843,1,BNPL,13738,2,23.63,A,2025-11-21,2025-11,5.59,2,Closed,0,-181
L0023431,C018843,2,Personal,240877,28,16.47,A,2026-05-17,2026-05,3.0,2,Active,0,5551
L0023432,C018844,1,Personal,144052,21,23.7,C,2025-01-05,2025-01,6.17,18,Active,0,18255
L0023433,C018845,1,SME,444111,18,20.1,C,2025-06-10,2025-06,14.14,13,Written-off,1,-232535
L0023434,C018846,1,Personal,119599,18,19.8,B,2024-08-31,2024-08,13.42,18,Closed,0,8105
L0023435,C018846,2,BNPL,50000,3,24.39,A,2025-12-04,2025-12,5.06,3,Closed,0,575
L0023436,C018846,3,Personal,35784,13,20.32,B,2025-12-30,2025-12,8.13,7,Active,0,1420
L0023437,C018847,1,Personal,85634,9,19.17,B,2024-11-18,2024-11,9.67,9,Closed,0,2709
L0023438,C018847,2,BNPL,21308,3,26.73,B,2024-11-26,2024-11,10.98,3,Closed,0,396
L0023439,C018848,1,Personal,39002,10,19.36,B,2025-05-11,2025-05,3.46,10,Closed,0,87
L0023440,C018849,1,Personal,65022,29,15.91,A,2026-02-11,2026-02,1.55,5,Active,0,1294
L0023441,C018850,1,BNPL,8069,4,27.61,B,2025-05-18,2025-05,8.31,4,Closed,0,-142
L0023442,C018851,1,BNPL,13436,3,32.89,D,2025-02-21,2025-02,39.95,3,Closed,0,258
L0023443,C018852,1,Personal,36385,19,16.13,A,2025-11-25,2025-11,15.07,8,Active,0,658
L0023444,C018853,1,BNPL,9016,3,26.51,B,2024-11-15,2024-11,26.1,3,Closed,0,-1134
L0023445,C018853,2,Personal,213061,18,20.48,B,2025-09-22,2025-09,39.99,10,Active,0,14556
L0023446,C018854,1,SME,409279,24,23.37,D,2025-12-10,2025-12,4.0,7,Active,0,31024
L0023447,C018855,1,Personal,144223,9,32.37,E,2025-10-10,2025-10,3.58,9,Active,1,-31866
L0023448,C018856,1,Personal,97287,28,23.96,C,2026-04-12,2026-04,5.92,3,Active,0,4034
L0023449,C018857,1,BNPL,5310,4,33.54,D,2025-04-23,2025-04,1.76,4,Closed,0,-695
L0023450,C018858,1,BNPL,28682,3,23.83,A,2026-02-05,2026-02,7.01,3,Closed,0,348
L0023451,C018859,1,SME,316105,29,14.45,A,2025-04-18,2025-04,17.55,15,Active,1,-155444
L0023452,C018860,1,Personal,86430,14,28.16,D,2024-12-13,2024-12,55.68,14,Closed,0,7934
L0023453,C018861,1,Personal,129085,18,23.65,C,2025-07-09,2025-07,1.61,12,Active,0,12232
L0023454,C018861,2,BNPL,4334,2,32.8,D,2025-08-06,2025-08,1.22,2,Closed,0,-38
L0023455,C018861,3,Personal,274350,29,23.8,C,2025-08-19,2025-08,1.68,11,Active,0,31307
L0023456,C018862,1,Personal,85873,17,27.89,D,2026-03-25,2026-03,32.24,4,Active,0,4067
L0023457,C018863,1,Personal,47001,24,27.97,D,2024-12-20,2024-12,12.75,7,Written-off,1,-27655
L0023458,C018863,2,BNPL,8002,2,33.84,D,2025-06-26,2025-06,4.12,2,Closed,0,114
L0023459,C018864,1,Personal,44375,17,23.14,C,2025-01-05,2025-01,25.82,17,Closed,0,2812
L0023460,C018864,2,SME,560780,15,19.41,C,2025-02-26,2025-02,21.49,15,Closed,0,35899
L0023461,C018865,1,BNPL,50000,2,32.09,D,2025-08-22,2025-08,1.64,2,Closed,0,1184
L0023462,C018866,1,Personal,36788,15,27.94,D,2025-03-17,2025-03,20.84,12,Written-off,1,-16104
L0023463,C018866,2,SME,200000,23,23.08,D,2026-01-01,2026-01,28.29,6,Active,0,13393
L0023464,C018867,1,BNPL,8285,3,27.31,B,2026-01-03,2026-01,10.76,3,Closed,0,-319
L0023465,C018868,1,BNPL,7840,3,26.46,B,2026-03-12,2026-03,1.49,3,Closed,0,-562
L0023466,C018869,1,Personal,123152,14,23.26,C,2026-05-13,2026-05,2.62,2,Active,0,2732
L0023467,C018869,2,SME,285241,27,18.98,C,2026-05-17,2026-05,7.97,2,Active,0,7741
L0023468,C018870,1,BNPL,6263,4,27.48,B,2026-05-12,2026-05,1.88,2,Active,0,-685
L0023469,C018871,1,Personal,310145,23,24.55,C,2024-07-06,2024-07,21.55,23,Closed,0,48949
L0023470,C018872,1,BNPL,12127,5,29.65,C,2026-02-15,2026-02,7.41,5,Active,0,-1055
L0023471,C018873,1,BNPL,24479,4,31.92,D,2026-04-06,2026-04,2.84,3,Active,1,-9574
L0023472,C018874,1,BNPL,3929,3,32.53,D,2025-01-26,2025-01,7.99,3,Closed,0,-368
L0023473,C018875,1,Personal,356265,29,23.99,C,2024-12-16,2024-12,5.9,15,Closed,0,52573
L0023474,C018875,2,Personal,62749,15,24.14,C,2025-02-12,2025-02,2.69,15,Closed,0,4806
L0023475,C018876,1,Personal,253631,25,20.04,B,2025-10-30,2025-10,22.12,9,Active,0,17102
L0023476,C018877,1,Personal,84618,13,20.61,B,2026-04-28,2026-04,2.03,3,Active,0,2338
L0023477,C018878,1,Personal,143206,22,23.37,C,2025-09-24,2025-09,3.89,10,Active,0,12956
L0023478,C018879,1,SME,767586,38,17.09,B,2026-04-21,2026-04,2.33,3,Active,0,21469
L0023479,C018880,1,Personal,183580,12,19.95,B,2025-06-11,2025-06,2.94,12,Closed,0,8985
L0023480,C018880,2,Personal,137617,13,19.84,B,2026-01-01,2026-01,1.64,6,Active,0,6262
L0023481,C018881,1,SME,2203897,10,22.77,D,2025-06-23,2025-06,5.75,10,Closed,0,131711
L0023482,C018882,1,Personal,34455,15,27.9,D,2025-08-30,2025-08,0.78,11,Active,0,2182
L0023483,C018883,1,Personal,293699,30,19.99,B,2024-09-27,2024-09,15.66,14,Written-off,1,-134088
L0023484,C018884,1,Personal,241643,18,15.55,A,2024-08-01,2024-08,26.89,2,Closed,0,5074
L0023485,C018885,1,BNPL,11464,2,30.0,C,2026-03-24,2026-03,1.51,2,Closed,0,-631
L0023486,C018886,1,Personal,111902,10,20.19,B,2025-03-16,2025-03,0.88,10,Closed,0,4360
L0023487,C018887,1,BNPL,2000,4,33.44,D,2025-05-09,2025-05,37.41,4,Closed,0,-1194
L0023488,C018888,1,Personal,135689,14,27.47,D,2024-08-04,2024-08,2.61,12,Written-off,1,-41825
L0023489,C018889,1,BNPL,34744,3,35.84,E,2025-06-14,2025-06,2.63,3,Closed,0,1276
L0023490,C018890,1,BNPL,22094,5,24.28,A,2026-06-18,2026-06,18.22,1,Active,0,-144
L0023491,C018891,1,BNPL,20616,2,27.82,B,2025-09-12,2025-09,33.23,2,Closed,0,-195
L0023492,C018892,1,Personal,154464,25,24.43,C,2024-09-22,2024-09,1.9,22,Active,0,23521
L0023493,C018892,2,Personal,104170,21,24.14,C,2024-12-16,2024-12,2.17,19,Active,0,12833
L0023494,C018893,1,SME,256948,41,19.97,C,2026-04-18,2026-04,3.08,3,Active,0,8872
L0023495,C018894,1,SME,1157896,30,14.47,A,2026-06-08,2026-06,3.16,1,Active,0,19699
L0023496,C018895,1,Personal,35254,22,24.15,C,2025-05-03,2025-05,47.64,12,Closed,0,2696
L0023497,C018896,1,BNPL,19820,5,30.39,C,2026-02-25,2026-02,4.19,5,Active,0,731
L0023498,C018897,1,BNPL,24556,2,24.66,A,2024-08-06,2024-08,2.3,2,Closed,0,-1112
L0023499,C018898,1,SME,365562,25,20.27,C,2026-02-11,2026-02,4.55,5,Active,0,16820
L0023500,C018899,1,BNPL,6782,2,32.88,D,2025-04-03,2025-04,102.43,2,Closed,0,-783
L0023501,C018900,1,BNPL,26746,2,24.37,A,2025-04-11,2025-04,2.01,2,Closed,0,-358
L0023502,C018901,1,Personal,103201,14,16.27,A,2025-08-08,2025-08,10.07,11,Closed,0,3886
L0023503,C018902,1,Personal,201528,19,24.2,C,2024-12-19,2024-12,3.46,19,Active,0,23175
L0023504,C018903,1,BNPL,4788,3,32.6,D,2024-07-12,2024-07,2.66,3,Closed,0,-663
L0023505,C018903,2,SME,475680,25,23.06,D,2025-11-18,2025-11,1.78,8,Active,0,39062
L0023506,C018904,1,Personal,105238,17,24.7,C,2025-05-08,2025-05,9.97,2,Closed,0,3381
L0023507,C018905,1,Personal,60159,28,24.63,C,2024-07-07,2024-07,3.62,24,Active,0,10155
L0023508,C018905,2,Personal,68425,8,24.54,C,2026-01-09,2026-01,3.96,6,Active,0,3227
L0023509,C018906,1,BNPL,5689,3,27.55,B,2025-11-02,2025-11,1.37,3,Closed,0,-1066
L0023510,C018907,1,Personal,146592,21,27.69,D,2025-06-20,2025-06,34.36,13,Active,0,19793
L0023511,C018908,1,Personal,73035,19,20.49,B,2025-07-29,2025-07,2.11,12,Active,0,3861
L0023512,C018909,1,BNPL,2328,3,37.05,E,2025-02-09,2025-02,2.18,3,Closed,1,-2490
L0023513,C018910,1,BNPL,2917,4,33.62,D,2026-02-20,2026-02,43.12,4,Closed,1,-2496
L0023514,C018911,1,Personal,126676,26,20.02,B,2026-05-21,2026-05,1.79,2,Active,0,2931
L0023515,C018912,1,BNPL,2499,4,23.67,A,2024-11-07,2024-11,3.75,4,Closed,0,-1224
L0023516,C018913,1,Personal,50904,25,23.94,C,2025-11-21,2025-11,3.55,8,Active,0,2503
L0023517,C018914,1,Personal,179156,14,19.54,B,2026-03-23,2026-03,8.79,4,Active,0,6325
L0023518,C018914,2,BNPL,22140,3,23.83,A,2026-06-17,2026-06,9.92,1,Active,0,270
L0023519,C018915,1,BNPL,23704,5,26.5,B,2025-08-20,2025-08,4.65,5,Closed,0,-663
L0023520,C018916,1,SME,522432,39,22.86,D,2025-03-16,2025-03,1.3,16,Written-off,1,-257139
L0023521,C018917,1,BNPL,47276,4,29.27,C,2025-08-28,2025-08,1.83,4,Closed,0,328
L0023522,C018918,1,BNPL,24697,3,32.8,D,2025-01-16,2025-01,8.21,3,Closed,1,-10717
L0023523,C018919,1,Personal,188470,10,20.2,B,2025-06-14,2025-06,4.5,9,Closed,0,9228
L0023524,C018920,1,SME,3163696,39,17.45,B,2025-11-17,2025-11,2.19,8,Active,0,169621
L0023525,C018921,1,SME,930673,43,19.72,C,2025-07-05,2025-07,4.83,12,Active,0,85713
L0023526,C018922,1,BNPL,9877,4,30.22,C,2025-06-05,2025-06,4.94,4,Closed,0,-982
L0023527,C018923,1,BNPL,10549,3,32.36,D,2024-07-27,2024-07,2.12,3,Closed,0,-363
L0023528,C018923,2,SME,2194584,16,23.4,D,2024-11-11,2024-11,1.3,16,Closed,0,225888
L0023529,C018924,1,SME,2337182,43,17.07,B,2026-05-13,2026-05,6.64,2,Active,0,58192
L0023530,C018925,1,SME,1648827,44,16.83,B,2024-12-07,2024-12,13.3,19,Active,0,153233
L0023531,C018926,1,Personal,60197,21,27.62,D,2025-05-16,2025-05,2.07,14,Active,0,6993
L0023532,C018927,1,BNPL,24751,4,23.68,A,2026-06-29,2026-06,2.66,1,Active,0,-394
L0023533,C018928,1,Personal,69078,7,16.11,A,2024-10-20,2024-10,3.77,7,Closed,0,198
L0023534,C018929,1,BNPL,34882,4,24.37,A,2024-09-29,2024-09,3.42,4,Closed,0,35
L0023535,C018930,1,Personal,210190,13,28.37,D,2025-04-19,2025-04,1.4,13,Closed,0,20730
L0023536,C018931,1,Personal,109875,25,23.93,C,2026-02-19,2026-02,1.46,5,Active,0,5687
L0023537,C018932,1,BNPL,15626,3,35.7,E,2025-06-09,2025-06,3.6,3,Closed,1,-6432
L0023538,C018933,1,Personal,275406,22,16.08,A,2024-09-08,2024-09,18.22,22,Active,0,15478
L0023539,C018934,1,Personal,107235,27,28.18,D,2026-02-11,2026-02,28.25,5,Active,0,7204
L0023540,C018935,1,BNPL,15744,3,33.84,D,2025-11-16,2025-11,2.11,3,Closed,0,-577
L0023541,C018935,2,BNPL,11724,2,35.62,E,2025-12-30,2025-12,1.31,2,Closed,0,390
L0023542,C018936,1,Personal,239781,11,27.94,D,2026-06-05,2026-06,18.33,1,Active,0,5476
L0023543,C018937,1,Personal,115872,24,24.37,C,2025-04-12,2025-04,4.3,15,Active,0,13205
L0023544,C018938,1,BNPL,4581,5,27.58,B,2024-11-06,2024-11,13.89,5,Closed,0,-559
L0023545,C018939,1,BNPL,22032,3,27.12,B,2024-11-26,2024-11,2.28,3,Closed,1,-9272
L0023546,C018939,2,SME,817439,17,19.62,C,2025-07-25,2025-07,1.58,12,Active,0,56702
L0023547,C018940,1,Personal,194328,32,23.99,C,2026-02-11,2026-02,60.18,5,Active,0,11289
L0023548,C018941,1,SME,1605712,17,14.12,A,2025-12-01,2025-12,0.65,7,Closed,0,46390
L0023549,C018942,1,BNPL,25576,3,30.09,C,2025-02-28,2025-02,0.73,3,Closed,0,377
L0023550,C018942,2,BNPL,6906,3,29.9,C,2026-05-13,2026-05,2.49,2,Active,0,59
L0023551,C018943,1,Personal,190102,18,23.25,C,2025-05-12,2025-05,2.93,14,Active,0,20095
L0023552,C018944,1,SME,605480,14,19.6,C,2024-08-20,2024-08,4.87,14,Closed,0,36050
L0023553,C018945,1,BNPL,2000,4,32.46,D,2026-03-20,2026-03,1.83,4,Active,0,-1130
L0023554,C018946,1,SME,213068,35,14.31,A,2026-06-30,2026-06,22.95,1,Active,0,2869
L0023555,C018947,1,Personal,50863,9,23.64,C,2026-03-18,2026-03,4.25,4,Active,0,813
L0023556,C018948,1,BNPL,14240,4,27.33,B,2025-10-20,2025-10,2.08,4,Closed,0,-1259
L0023557,C018949,1,SME,1313577,31,19.65,C,2025-11-08,2025-11,8.35,8,Active,0,85751
L0023558,C018950,1,BNPL,10625,1,33.16,D,2026-05-02,2026-05,3.06,1,Closed,0,-1343
L0023559,C018951,1,BNPL,17607,3,32.64,D,2025-03-21,2025-03,4.27,3,Closed,0,-132
